City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
177,otradnoye,59.7775,30.8181,266.18,88,100,3.86,RU,1670297255
178,banda,25.4833,80.3333,289.5,45,0,2.37,IN,1670297255
179,yashan,22.1975,109.9419,287.43,60,30,4.21,CN,1670297256
180,nanortalik,60.1432,-45.2371,275.26,79,100,7.21,GL,1670297256
181,torbay,47.6666,-52.7314,277.46,96,100,2.06,CA,1670297256
182,crnici,43.1289,17.8667,282.03,100,100,3.6,BA,1670297257
183,arzgir,45.3728,44.2206,265.76,51,6,4.04,RU,1670297257
184,huarmey,-10.0681,-78.1522,292.14,86,58,3.25,PE,1670297258
185,luderitz,-26.6481,15.1594,287.83,76,66,8.08,NA,1670297258
186,yaan,7.3833,8.5667,295.24,21,31,1.47,NG,1670297258
187,khorostkiv,49.2111,25.9217,271.25,93,100,5.7,UA,1670297259
188,kysyl-syr,63.8986,122.7617,248.73,96,100,2.47,RU,1670297259
189,talnakh,69.4865,88.3972,269.38,96,100,3.78,RU,1670297259
190,belaya gora,68.5333,146.4167,232.16,96,36,0.49,RU,1670297260
191,karratha,-20.7377,116.8463,309.34,25,7,6.02,AU,1670296983
192,tual,-5.6667,132.75,301.49,69,96,3.12,ID,1670296997
193,baculin,7.4525,126.5842,302.5,68,80,3.64,PH,1670297048
194,longyearbyen,78.2186,15.6401,259.06,61,40,7.2,SJ,1670297261
195,korla,41.7597,86.1469,269.66,39,100,0.75,CN,1670297261
196,muisne,0.6,-80.0333,296.79,80,92,1.6,EC,1670297080
197,paamiut,61.994,-49.6678,276.21,83,100,15.32,GL,1670297262
198,kawalu,-7.3817,108.2082,301.67,71,94,1.58,ID,1670297262
199,luwuk,-0.9516,122.7875,303.4,57,100,2.6,ID,1670297262
200,cueramaro,20.6167,-101.7167,287.83,31,1,1.37,MX,1670297263
201,mayo,38.8876,-76.5119,278.78,93,0,1.54,US,1670297263
202,jyvaskyla,62.2415,25.7209,270.9,89,100,4.12,FI,1670297263
203,camacupa,-12.0167,17.4833,289.46,96,95,0.28,AO,1670297264
204,chokurdakh,70.6333,147.9167,232.43,100,42,1.25,RU,1670297264
205,peleduy,59.6289,112.7406,261.4,89,100,4.68,RU,1670297264
206,carnarvon,-24.8667,113.6333,296.67,61,26,7.58,AU,1670297265
207,ulladulla,-35.35,150.4667,292.49,60,76,3.93,AU,1670297265
208,laguna,38.421,-121.4238,284.85,83,0,3.09,US,1670297266
209,bonnyville,54.2668,-110.735,249.77,89,99,4.67,CA,1670297245
210,kita,13.0349,-9.4895,298.02,47,88,1.59,ML,1670297266
211,faanui,-16.4833,-151.75,299.81,75,20,7.19,PF,1670297266
212,salina cruz,16.1667,-95.2,298.49,71,0,4.28,MX,1670297267
213,marti,22.9475,-80.9203,294.87,76,0,3.45,CU,1670297267
214,thanh hoa,19.8,105.7667,290.0,68,100,1.68,VN,1670297268
215,elesbao veloso,-6.2019,-42.1403,297.98,54,40,1.76,BR,1670297268
216,brovary,50.5,30.7667,265.25,91,17,3.98,UA,1670297268
217,dingle,10.9995,122.6711,301.75,72,34,6.06,PH,1670297269
218,port elizabeth,-33.918,25.5701,289.31,86,20,2.57,ZA,1670297269
219,ternate,0.8,127.4,301.84,69,65,2.3,ID,1670297269
220,margate,51.3813,1.3862,280.76,84,97,3.58,GB,1670297270
221,sal rei,16.1833,-22.9167,295.35,70,15,3.0,CV,1670297270
222,calvia,39.5657,2.5062,285.42,82,100,3.1,ES,1670297271
223,luocheng,29.3848,104.0286,283.59,60,92,1.13,CN,1670297271
224,saint george,37.1041,-113.5841,285.34,70,75,3.09,US,1670297271
225,bure,10.7,37.0667,285.14,48,16,1.81,ET,1670297272
226,carapegua,-25.8,-57.2333,296.73,63,27,1.75,PY,1670297272
227,castro,-24.7911,-50.0119,291.58,95,91,1.33,BR,1670297273
228,ust-koksa,50.2696,85.6108,254.24,95,63,0.41,RU,1670297273
229,ancud,-41.8697,-73.8203,285.11,96,61,1.38,CL,1670297274
230,cabo san lucas,22.8909,-109.9124,298.99,70,0,5.66,MX,1670297182
231,suicheng,33.8963,117.9331,280.17,39,44,2.43,CN,1670297274
232,berekum,7.4534,-2.584,295.21,83,32,1.81,GH,1670297274
233,edd,13.9297,41.6925,298.49,52,5,6.13,ER,1670297275
234,sterling,39.0062,-77.4286,278.24,75,0,2.06,US,1670297275
235,puerto escondido,15.85,-97.0667,297.61,73,0,2.57,MX,1670297276
236,petropavlovsk-kamchatskiy,53.0452,158.6483,266.48,73,75,4.0,RU,1670297276
237,vega de alatorre,20.0333,-96.6333,296.11,86,0,5.09,MX,1670297276
238,kontagora,10.3999,5.4695,294.63,16,64,3.23,NG,1670297277
239,charters towers,-20.1,146.2667,307.7,21,0,1.73,AU,1670297277
240,soubre,5.7856,-6.6083,295.56,99,94,1.05,CI,1670297277
241,olafsvik,64.8945,-23.7142,277.2,78,45,2.61,IS,1670297278
242,aklavik,68.2191,-135.0107,247.99,85,85,8.27,CA,1670297278
243,kyzyl-suu,42.3414,78.0056,268.83,79,100,2.75,KG,1670297279
244,adrar,20.5022,-10.0711,295.44,30,30,1.08,MR,1670297004
245,kilindoni,-7.9139,39.6668,299.51,78,100,2.9,TZ,1670297279
246,hammerfest,70.6634,23.6821,275.4,87,75,4.12,NO,1670297280
247,pevek,69.7008,170.3133,251.18,78,100,2.26,RU,1670297280
248,bandarbeyla,9.4942,50.8122,297.22,73,51,7.65,SO,1670297008
249,krabi,8.0726,98.9105,301.26,83,75,2.57,TH,1670297281
250,mbandaka,0.0487,18.2603,294.15,95,90,1.48,CD,1670297281
251,mirnyy,62.5353,113.9611,251.61,69,89,4.92,RU,1670297281
252,pokhara,28.2333,83.9833,290.7,29,0,1.07,NP,1670297282
253,buraydah,26.326,43.975,287.4,81,50,4.51,SA,1670297282
254,san jeronimo,-11.9472,-75.2829,283.43,72,99,0.65,PE,1670297283
255,hualmay,-11.0964,-77.6139,292.0,86,91,2.98,PE,1670297283
256,general roca,-39.0333,-67.5833,297.38,41,0,5.19,AR,1670297284
257,moindou,-21.6924,165.677,299.7,82,100,2.21,NC,1670297284
258,new norfolk,-42.7826,147.0587,289.77,43,49,1.34,AU,1670297284
259,fairbanks,64.8378,-147.7164,267.37,91,100,0.0,US,1670297174
260,kayerkan,69.3497,87.7602,269.0,100,100,6.43,RU,1670297285
261,lake havasu city,34.4839,-114.3224,289.31,56,0,2.57,US,1670297285
262,nouadhibou,20.931,-17.0347,292.14,82,36,5.66,MR,1670297286
263,svetlaya,46.5389,138.3297,266.81,49,0,4.24,RU,1670297286
264,broome,42.2506,-75.833,276.31,65,0,5.14,US,1670297286
265,katherine,-14.4667,132.2667,308.33,36,100,3.6,AU,1670297287
266,sao filipe,14.8961,-24.4956,295.62,67,26,1.59,CV,1670297287
267,dosso,13.049,3.1937,296.5,17,91,4.53,NE,1670297288
268,praya,14.9215,-23.5087,293.45,77,75,3.09,CV,1670297288
269,ticvaniu mare,45.1353,21.6381,280.96,91,26,3.26,RO,1670297288
270,alta floresta,-9.8756,-56.0861,294.09,99,99,1.17,BR,1670297289
